Wall time,Step,Value
1681549501.9619076,65536,92.03385162353516
1681549502.4783928,131072,127.36691284179688
1681549503.0535183,196608,134.9443817138672
1681549503.6088145,262144,124.86468505859375
1681549504.116368,327680,125.37374114990234
1681549504.6767986,393216,135.7216796875
1681549505.2053802,458752,127.26315307617188
1681549505.7072675,524288,123.44207000732422
1681549506.215783,589824,137.87313842773438
1681549506.7215095,655360,140.46214294433594
1681549507.2631247,720896,141.70057678222656
1681549507.8067222,786432,135.42581176757812
1681549508.3990736,851968,132.84625244140625
1681549508.959051,917504,146.84423828125
1681549509.4795282,983040,153.13050842285156
1681549509.991773,1048576,145.66587829589844
1681549510.4867945,1114112,154.884033203125
1681549510.9835584,1179648,169.05401611328125
1681549511.4700043,1245184,171.65370178222656
1681549511.9397898,1310720,185.59483337402344
1681549512.4015706,1376256,179.54547119140625
1681549512.8666081,1441792,201.6498260498047
1681549513.3211107,1507328,217.77127075195312
1681549513.8023694,1572864,242.6387481689453
1681549514.2528896,1638400,216.08602905273438
1681549514.709745,1703936,237.51983642578125
1681549515.1719003,1769472,257.87103271484375
1681549515.6499991,1835008,257.3636169433594
1681549516.1097183,1900544,261.1953430175781
1681549516.5786436,1966080,252.5269012451172
1681549517.0629117,2031616,227.6648406982422
1681549517.5097826,2097152,226.78533935546875
1681549517.963576,2162688,223.82972717285156
1681549518.433184,2228224,210.5740509033203
1681549518.8867717,2293760,220.61062622070312
1681549519.3550284,2359296,212.68679809570312
1681549519.8170831,2424832,222.70504760742188
1681549520.2739697,2490368,212.07635498046875
1681549520.7306783,2555904,217.38177490234375
1681549521.211757,2621440,174.45433044433594
1681549521.6992161,2686976,194.02157592773438
1681549522.161315,2752512,207.14784240722656
1681549522.619805,2818048,180.55624389648438
1681549523.104604,2883584,209.96156311035156
1681549523.570345,2949120,184.66026306152344
1681549524.0223138,3014656,181.05882263183594
1681549524.4947698,3080192,174.5170440673828
1681549524.9594276,3145728,182.02444458007812
1681549525.4132652,3211264,177.54994201660156
1681549525.878569,3276800,176.91574096679688
1681549526.3483012,3342336,178.53558349609375
1681549526.824919,3407872,175.36148071289062
1681549527.293771,3473408,187.32102966308594
1681549527.7636302,3538944,187.9990234375
1681549528.2405498,3604480,178.0309600830078
1681549528.7053807,3670016,183.1774139404297
1681549529.1571057,3735552,173.06439208984375
1681549529.6099403,3801088,178.28895568847656
1681549530.0831175,3866624,183.489501953125
1681549530.5432384,3932160,174.17962646484375
1681549531.0090456,3997696,180.45706176757812
1681549531.4612873,4063232,187.38180541992188
1681549531.913876,4128768,201.59092712402344
1681549532.3753452,4194304,182.6017608642578
1681549532.8656979,4259840,185.51052856445312
1681549533.3491883,4325376,166.65489196777344
1681549533.801037,4390912,184.12147521972656
1681549534.2535686,4456448,211.23655700683594
1681549534.7231426,4521984,182.3152313232422
1681549535.1811373,4587520,185.17507934570312
1681549535.6638026,4653056,206.3915252685547
1681549536.1546378,4718592,196.44761657714844
1681549536.6085632,4784128,206.07565307617188
1681549537.0832803,4849664,209.99794006347656
1681549537.563612,4915200,201.66441345214844
1681549538.0777466,4980736,196.13931274414062
1681549538.5568955,5046272,206.12347412109375
1681549539.0150673,5111808,196.0087890625
1681549539.4874265,5177344,193.6654815673828
1681549539.9464505,5242880,214.77883911132812
1681549540.4324384,5308416,232.88638305664062
1681549540.9026265,5373952,227.4062042236328
1681549541.3630176,5439488,213.92835998535156
1681549541.8343868,5505024,239.72479248046875
1681549542.3067298,5570560,231.14767456054688
1681549542.7718375,5636096,236.9499969482422
1681549543.2432668,5701632,217.74794006347656
1681549543.7320979,5767168,226.9918670654297
1681549544.1920543,5832704,235.82872009277344
1681549544.6503406,5898240,233.31246948242188
1681549545.1191294,5963776,236.72378540039062
1681549545.5835853,6029312,229.7621307373047
1681549546.0554137,6094848,221.45968627929688
1681549546.5379076,6160384,234.42510986328125
1681549547.0136094,6225920,262.1473388671875
1681549547.4811366,6291456,252.884765625
1681549547.9343262,6356992,260.7234802246094
1681549548.3890142,6422528,252.2047576904297
1681549548.8449082,6488064,270.78533935546875
1681549549.3043303,6553600,269.2259826660156
1681549549.7634563,6619136,270.94921875
1681549550.24169,6684672,278.25543212890625
1681549550.7058892,6750208,267.25299072265625
1681549551.179525,6815744,285.6050720214844
1681549551.644472,6881280,278.9999084472656
1681549552.1069841,6946816,286.4579772949219
1681549552.5617726,7012352,281.17242431640625
1681549553.0214903,7077888,283.8093566894531
1681549553.4989748,7143424,289.2158508300781
1681549553.9613733,7208960,293.9305114746094
1681549554.4465072,7274496,270.3080139160156
1681549554.937244,7340032,271.5880432128906
1681549555.3955846,7405568,267.1686706542969
1681549555.8547173,7471104,283.79046630859375
1681549556.3381062,7536640,300.9110107421875
1681549556.8239498,7602176,319.7645568847656
1681549557.2859185,7667712,281.1145324707031
1681549557.7461724,7733248,271.2924499511719
1681549558.2621822,7798784,260.32489013671875
1681549558.7213545,7864320,279.4208679199219
1681549559.2097447,7929856,274.2792663574219
1681549559.7034533,7995392,272.3070373535156
1681549560.2049577,8060928,280.0433044433594
1681549560.6665947,8126464,279.36724853515625
1681549561.1237578,8192000,252.45062255859375
1681549561.5948513,8257536,254.6039276123047
1681549562.067821,8323072,270.20404052734375
1681549562.5224233,8388608,267.60235595703125
1681549563.003458,8454144,255.6113739013672
1681549563.4572673,8519680,238.3788299560547
1681549563.92176,8585216,230.07424926757812
1681549564.3806083,8650752,240.6804962158203
1681549564.8388257,8716288,249.16799926757812
1681549565.3030245,8781824,216.74046325683594
1681549565.7594945,8847360,245.6337890625
1681549566.2537265,8912896,213.49749755859375
1681549566.7192056,8978432,237.9775848388672
1681549567.1825597,9043968,227.66763305664062
1681549567.6363518,9109504,230.07704162597656
1681549568.1089368,9175040,224.05563354492188
1681549568.564343,9240576,214.9514617919922
1681549569.0183737,9306112,223.7662811279297
1681549569.483762,9371648,220.1322021484375
1681549569.9691913,9437184,202.88783264160156
1681549570.4273431,9502720,203.68063354492188
1681549570.879051,9568256,208.82737731933594
1681549571.3291225,9633792,197.88194274902344
1681549571.7778816,9699328,218.63632202148438
1681549572.2285094,9764864,194.32289123535156
1681549572.714564,9830400,199.31272888183594
1681549573.2592862,9895936,218.11587524414062
1681549573.75904,9961472,200.03550720214844
1681549574.2593257,10027008,184.67425537109375
1681549574.7547781,10092544,188.55628967285156
1681549575.2094226,10158080,202.6815185546875
1681549575.6736128,10223616,195.6204376220703
1681549576.143854,10289152,191.874755859375
1681549576.6061492,10354688,183.3220672607422
1681549577.069386,10420224,192.85250854492188
1681549577.538183,10485760,203.31866455078125
1681549578.0187368,10551296,186.2770233154297
1681549578.5063033,10616832,193.42860412597656
1681549578.9938476,10682368,198.02748107910156
1681549579.4861124,10747904,194.8362274169922
1681549579.9692004,10813440,196.68251037597656
1681549580.4493952,10878976,181.44656372070312
1681549580.9261148,10944512,196.34251403808594
1681549581.4207342,11010048,200.83384704589844
1681549581.9045055,11075584,182.00010681152344
1681549582.3756256,11141120,182.10438537597656
1681549582.8405557,11206656,192.89849853515625
1681549583.3026285,11272192,195.959716796875
1681549583.7710927,11337728,201.47027587890625
1681549584.2283146,11403264,200.84169006347656
1681549584.6991801,11468800,189.85206604003906
1681549585.164108,11534336,205.54701232910156
1681549585.6379335,11599872,198.847412109375
1681549586.1020577,11665408,185.73956298828125
