Wall time,Step,Value
1681551019.73664,65536,54.58978271484375
1681551020.6230826,131072,127.85572052001953
1681551021.543133,196608,178.98690795898438
1681551022.5609295,262144,196.2785186767578
1681551023.6088169,327680,221.00222778320312
1681551024.5722222,393216,240.31866455078125
1681551025.5026,458752,233.79884338378906
1681551026.4771142,524288,235.25860595703125
1681551027.3918476,589824,228.3572235107422
1681551028.2894895,655360,235.75714111328125
1681551029.2010977,720896,230.22569274902344
1681551030.1846359,786432,249.5015411376953
1681551031.1878986,851968,223.80087280273438
1681551032.2019646,917504,231.338623046875
1681551033.1808684,983040,223.39315795898438
1681551034.1726794,1048576,207.0557403564453
1681551035.178212,1114112,197.02061462402344
1681551036.185202,1179648,208.4561309814453
1681551037.2118316,1245184,197.34616088867188
1681551038.1687207,1310720,183.3394317626953
1681551039.153295,1376256,174.99378967285156
1681551040.1621513,1441792,172.8733367919922
1681551041.1851828,1507328,159.82907104492188
1681551042.2067006,1572864,157.7286834716797
1681551043.1866353,1638400,152.61509704589844
1681551044.2206223,1703936,143.246826171875
1681551045.2661474,1769472,149.563232421875
1681551046.2450323,1835008,133.83851623535156
1681551047.193077,1900544,133.84719848632812
1681551048.1422489,1966080,136.6149444580078
1681551049.0871913,2031616,133.66958618164062
1681551050.0669904,2097152,121.9159927368164
1681551051.0337267,2162688,148.56845092773438
1681551052.0019252,2228224,123.58657836914062
1681551052.9587133,2293760,125.7623519897461
1681551053.9297204,2359296,122.56593322753906
1681551054.9370291,2424832,128.00389099121094
1681551055.9259746,2490368,117.54347229003906
1681551056.8806155,2555904,111.62590789794922
1681551057.8367827,2621440,106.88687133789062
1681551058.8088717,2686976,101.62960052490234
1681551059.7585688,2752512,107.38064575195312
1681551060.7511506,2818048,106.59432983398438
1681551061.729545,2883584,104.89694213867188
1681551062.6756613,2949120,92.58670043945312
1681551063.6921215,3014656,103.0968246459961
1681551064.6743598,3080192,95.8858642578125
1681551065.622285,3145728,91.97608947753906
1681551066.6214833,3211264,77.90123748779297
1681551067.5894933,3276800,108.49665832519531
1681551068.6133072,3342336,97.49968719482422
1681551069.5950842,3407872,91.00484466552734
1681551070.5627673,3473408,95.73931121826172
1681551071.5360339,3538944,90.26667022705078
1681551072.547081,3604480,78.71891784667969
1681551073.5553443,3670016,92.25999450683594
1681551074.531665,3735552,92.83232879638672
1681551075.5705469,3801088,80.0454330444336
1681551076.5297337,3866624,91.36675262451172
1681551077.4796546,3932160,88.84877014160156
1681551078.42533,3997696,94.74816131591797
1681551079.3866458,4063232,72.87061309814453
1681551080.349507,4128768,84.98783874511719
1681551081.300941,4194304,90.15733337402344
1681551082.2390718,4259840,97.24823760986328
1681551083.1971784,4325376,100.82892608642578
1681551084.1514916,4390912,83.13629913330078
1681551085.1060834,4456448,96.41419982910156
1681551086.050756,4521984,88.05731964111328
1681551087.0082374,4587520,106.84662628173828
1681551087.9545639,4653056,125.98797607421875
1681551088.912701,4718592,119.43855285644531
1681551089.8553815,4784128,123.79865264892578
1681551090.7816436,4849664,113.3817367553711
1681551091.726035,4915200,133.9049530029297
1681551092.6844513,4980736,126.705078125
1681551093.6113622,5046272,130.55209350585938
1681551094.5513835,5111808,135.58534240722656
1681551095.5072155,5177344,136.2397003173828
1681551096.4703124,5242880,126.60092163085938
1681551097.3962326,5308416,130.6964569091797
1681551098.3241098,5373952,128.02493286132812
1681551099.278319,5439488,156.11355590820312
1681551100.2413058,5505024,140.6669158935547
1681551101.1780849,5570560,140.19862365722656
1681551102.107206,5636096,151.34625244140625
1681551103.0475857,5701632,150.41378784179688
1681551103.9726195,5767168,160.71836853027344
1681551104.9392798,5832704,152.65664672851562
1681551105.8810618,5898240,159.6983642578125
1681551106.8395545,5963776,190.218505859375
1681551107.824824,6029312,193.3826904296875
1681551108.7734094,6094848,177.44175720214844
1681551109.7108228,6160384,195.4333953857422
1681551110.6569102,6225920,184.8153533935547
1681551111.5817852,6291456,187.52589416503906
1681551112.5379524,6356992,191.17697143554688
1681551113.4942532,6422528,190.54046630859375
1681551114.4305475,6488064,212.78257751464844
1681551115.39005,6553600,199.01377868652344
1681551116.3383346,6619136,209.45069885253906
1681551117.281524,6684672,198.1774139404297
1681551118.2212372,6750208,193.5377960205078
1681551119.1534595,6815744,198.47206115722656
1681551120.0979645,6881280,201.25030517578125
1681551121.032364,6946816,211.57089233398438
1681551121.9568465,7012352,215.1391143798828
1681551122.9148655,7077888,208.68275451660156
1681551123.8266969,7143424,208.53628540039062
1681551124.7571871,7208960,223.5849151611328
1681551125.7118137,7274496,220.77186584472656
1681551126.6527114,7340032,227.5995635986328
