Position X,Position Y,Position Z
1.46315598487854,0.9776004552841187,2.0388474464416504
1.46315598487854,0.9776004552841187,2.03663969039917
1.4631578922271729,0.9776023626327515,2.033468246459961
1.4631686210632324,0.9776129722595215,2.0293924808502197
1.4631977081298828,0.9776421785354614,2.024498462677002
1.4632529020309448,0.977697491645813,2.0188610553741455
1.4633357524871826,0.9777802228927612,2.0125045776367188
1.463439702987671,0.9778838753700256,2.005387544631958
1.46355402469635,0.9779978394508362,1.997413158416748
1.4636701345443726,0.9781137108802795,1.9884834289550781
1.4637861251831055,0.9782291054725647,1.9785774946212769
1.4639018774032593,0.9783442616462708,1.9676933288574219
1.4640175104141235,0.9784595966339111,1.9558442831039429
1.4641337394714355,0.9785751104354858,1.9430702924728394
1.4642493724822998,0.9786904454231262,1.9294235706329346
1.4643625020980835,0.9788033366203308,1.914937138557434
1.4644712209701538,0.978911817073822,1.8995987176895142
1.4645756483078003,0.9790162444114685,1.8833534717559814
1.4646780490875244,0.9791184663772583,1.8661469221115112
1.4647786617279053,0.9792194962501526,1.8479665517807007
1.464877963066101,0.9793188571929932,1.8288121223449707
1.464975357055664,0.97941654920578,1.8086833953857422
1.465067982673645,0.979509711265564,1.7875981330871582
1.4651368856430054,0.9795793890953064,1.765618920326233
1.465135097503662,0.97957843542099,1.7428631782531738
1.4649819135665894,0.9794262647628784,1.7195115089416504
1.4645556211471558,0.979000985622406,1.695834755897522
1.4636906385421753,0.9781365990638733,1.6722140312194824
1.4621864557266235,0.976632833480835,1.6491129398345947
1.4598287343978882,0.9742770195007324,1.6270105838775635
1.4564298391342163,0.9708802103996277,1.6063069105148315
1.4518543481826782,0.9663048982620239,1.5872728824615479
1.4460362195968628,0.9604848027229309,1.570046305656433
1.4389935731887817,0.9534364938735962,1.554634690284729
1.4308292865753174,0.9452624320983887,1.5409166812896729
1.4217207431793213,0.9361396431922913,1.5286356210708618
1.4118958711624146,0.9262959957122803,1.517398715019226
1.4016001224517822,0.9159777164459229,1.5066932439804077
1.391066074371338,0.9054183959960938,1.4959224462509155
1.3804616928100586,0.8947873115539551,1.4845311641693115
1.3698481321334839,0.8841472864151001,1.4722176790237427
1.3592338562011719,0.8735063672065735,1.4589263200759888
1.3486192226409912,0.8628647327423096,1.4446568489074707
1.3379933834075928,0.8522113561630249,1.4295240640640259
1.3273411989212036,0.8415303230285645,1.4137343168258667
1.3166556358337402,0.8308134078979492,1.397420883178711
1.3059325218200684,0.8200572729110718,1.38054358959198
1.295157790184021,0.8092478513717651,1.3629631996154785
1.2842965126037598,0.7983506321907043,1.34468674659729
1.2733054161071777,0.7873201966285706,1.3258665800094604
1.2621310949325562,0.7761014699935913,1.3068952560424805
1.250720500946045,0.7646376490592957,1.2883498668670654
1.2390333414077759,0.7528849840164185,1.270740270614624
1.2270355224609375,0.7408073544502258,1.2542970180511475
1.2146918773651123,0.7283692955970764,1.2389639616012573
1.201979398727417,0.7155485153198242,1.224555492401123
1.188905119895935,0.7023516893386841,1.210970163345337
1.1755112409591675,0.6888209581375122,1.1982988119125366
1.1618752479553223,0.6750319600105286,1.1867302656173706
1.1480867862701416,0.6610739827156067,1.1762601137161255
1.1342037916183472,0.6470081210136414,1.1664774417877197
1.1202383041381836,0.6328514218330383,1.1567020416259766
1.1061937808990479,0.6186115741729736,1.1464202404022217
1.0920900106430054,0.6043099761009216,1.1354364156723022
1.0779566764831543,0.589977502822876,1.1236158609390259
1.0638177394866943,0.5756393074989319,1.1108424663543701
1.0496797561645508,0.561301589012146,1.097106695175171
1.0355483293533325,0.5469693541526794,1.0825108289718628
1.0214236974716187,0.5326411128044128,1.0672308206558228
1.0072979927062988,0.5182827711105347,1.0515629053115845
0.9931462407112122,0.5038753747940063,1.0356508493423462
0.9789422750473022,0.48940882086753845,1.0196633338928223
0.9646768569946289,0.474880188703537,1.0039602518081665
0.95035719871521,0.4603040814399719,0.9890132546424866
0.9359925985336304,0.44569945335388184,0.9752174615859985
0.9215829968452454,0.4310648739337921,0.962791919708252
0.9071065783500671,0.41639837622642517,0.9516295194625854
0.8925540447235107,0.4017047882080078,0.9415671229362488
0.8779501914978027,0.38701924681663513,0.932516872882843
0.8633422255516052,0.3723989725112915,0.9244136810302734
0.8487645983695984,0.35788190364837646,0.9170635342597961
0.8342168927192688,0.3434586822986603,0.9100745916366577
0.8196722865104675,0.3290832042694092,0.9029454588890076
0.8051060438156128,0.31470972299575806,0.8952367901802063
0.7905252575874329,0.30033594369888306,0.8867698311805725
0.7759761214256287,0.28601324558258057,0.8776997923851013
0.7615060806274414,0.2717932164669037,0.8682768940925598
0.7470839619636536,0.257656991481781,0.8583754301071167
0.7326526045799255,0.24354328215122223,0.8478249907493591
0.718185305595398,0.22943857312202454,0.8367147445678711
0.7037245631217957,0.21545587480068207,0.825596809387207
0.6893517374992371,0.20178508758544922,0.8152385354042053
0.6750966906547546,0.1885383576154709,0.806110680103302
0.6609015464782715,0.17567674815654755,0.7982013821601868
0.6466862559318542,0.16310909390449524,0.7913087010383606
0.6324443221092224,0.15085922181606293,0.7854927778244019
0.6182566285133362,0.13909316062927246,0.7811070680618286
0.6042249202728271,0.12798567116260529,0.7784022092819214
0.5903609395027161,0.11750486493110657,0.7770271897315979
0.5765553712844849,0.10734766721725464,0.775956928730011
0.5627415776252747,0.09728430956602097,0.774385392665863
0.5489222407341003,0.08723635226488113,0.7719287276268005
0.5351027250289917,0.077190101146698,0.7684990763664246
0.5213189125061035,0.06722467392683029,0.7642651796340942
0.507614016532898,0.05743999779224396,0.7594326138496399
