Wall time,Step,Value
1681439078.0651846,65536,60.58982467651367
1681439078.925579,131072,133.0771484375
1681439079.8104186,196608,178.01405334472656
1681439080.7165577,262144,190.29652404785156
1681439081.61465,327680,233.90171813964844
1681439082.5050457,393216,240.01841735839844
1681439083.3971996,458752,223.35365295410156
1681439084.2926993,524288,235.0572967529297
1681439085.1961057,589824,223.26980590820312
1681439086.0832684,655360,227.09776306152344
1681439086.9782777,720896,215.60400390625
1681439087.8804932,786432,218.40521240234375
1681439088.7824428,851968,215.221435546875
1681439089.6787019,917504,196.7570037841797
1681439090.5857754,983040,187.2425079345703
1681439091.4822402,1048576,194.1752166748047
1681439092.3929222,1114112,175.04547119140625
1681439093.2901046,1179648,181.38693237304688
1681439094.1883352,1245184,198.11483764648438
1681439095.0990512,1310720,175.140625
1681439096.0137188,1376256,170.31109619140625
1681439096.9221337,1441792,167.91156005859375
1681439097.8323433,1507328,163.97642517089844
1681439098.7534747,1572864,159.3793487548828
1681439099.6640875,1638400,142.5570526123047
1681439100.5860012,1703936,148.4609832763672
1681439101.4989235,1769472,129.11497497558594
1681439102.428549,1835008,131.6599578857422
1681439103.3668065,1900544,100.42835998535156
1681439104.2779007,1966080,122.9560546875
1681439105.2146752,2031616,172.665283203125
1681439106.1543531,2097152,127.08138275146484
1681439107.0929492,2162688,131.99417114257812
1681439108.0394459,2228224,110.29507446289062
1681439108.970649,2293760,88.93269348144531
1681439109.9075532,2359296,104.02076721191406
1681439110.843555,2424832,98.29370880126953
1681439111.7935007,2490368,94.92837524414062
1681439112.7165956,2555904,90.73735809326172
1681439113.6463768,2621440,91.74092864990234
1681439114.5684676,2686976,131.0968017578125
1681439115.49637,2752512,137.68942260742188
1681439116.3985772,2818048,124.60237884521484
1681439117.2864385,2883584,154.9481964111328
1681439118.173816,2949120,228.18634033203125
1681439119.0565646,3014656,234.511474609375
1681439119.9417398,3080192,266.9063415527344
1681439120.8350236,3145728,284.50244140625
1681439121.7294223,3211264,338.6590270996094
1681439122.6463816,3276800,322.36602783203125
1681439123.5379167,3342336,359.5158386230469
1681439124.453161,3407872,366.9999084472656
1681439125.364411,3473408,325.71673583984375
1681439126.2493129,3538944,352.68304443359375
1681439127.1381314,3604480,351.6044921875
1681439128.0242937,3670016,371.20819091796875
1681439128.9376633,3735552,359.73834228515625
1681439129.8237393,3801088,306.5793151855469
1681439130.7069385,3866624,357.2342224121094
1681439131.5850825,3932160,367.14837646484375
1681439132.4714568,3997696,355.77764892578125
1681439133.3531365,4063232,418.9686584472656
1681439134.2561479,4128768,438.6349792480469
1681439135.1668422,4194304,409.7409973144531
1681439136.0521817,4259840,460.2828063964844
1681439136.949207,4325376,481.33740234375
1681439137.8529003,4390912,500.30194091796875
1681439138.7533824,4456448,506.3863220214844
1681439139.653054,4521984,525.6578369140625
1681439140.5621345,4587520,480.234130859375
1681439141.4422908,4653056,433.4969482421875
1681439142.3243763,4718592,498.4383544921875
1681439143.2010477,4784128,531.7167358398438
1681439144.0984066,4849664,595.6575927734375
1681439144.9936068,4915200,678.37451171875
1681439145.885177,4980736,682.3900146484375
1681439146.7715101,5046272,672.9620361328125
1681439147.6510923,5111808,636.1455078125
1681439148.5273244,5177344,710.8319091796875
1681439149.4325428,5242880,644.6697387695312
1681439150.2995768,5308416,644.1258544921875
1681439151.1737235,5373952,650.2037963867188
1681439152.0431266,5439488,650.6743774414062
1681439152.9180264,5505024,695.6381225585938
1681439153.7891364,5570560,706.0938720703125
1681439154.660514,5636096,737.2036743164062
1681439155.5521662,5701632,770.017822265625
1681439156.4543326,5767168,738.1458129882812
1681439157.3166687,5832704,724.6119384765625
1681439158.1878202,5898240,726.1175537109375
1681439159.0577269,5963776,738.3926391601562
1681439159.924687,6029312,750.1782836914062
1681439160.7927368,6094848,775.725830078125
1681439161.6812427,6160384,767.3305053710938
1681439162.545713,6225920,817.476318359375
1681439163.4374802,6291456,894.2555541992188
1681439164.3274882,6356992,893.8973388671875
1681439165.20109,6422528,917.6332397460938
1681439166.090626,6488064,974.3776245117188
1681439166.99069,6553600,989.6441040039062
1681439167.880035,6619136,1007.8839721679688
1681439168.7715847,6684672,1045.5155029296875
1681439169.6625178,6750208,1055.8642578125
1681439170.5561416,6815744,1047.2808837890625
1681439171.41996,6881280,1042.3154296875
1681439172.2864232,6946816,1081.0677490234375
1681439173.172155,7012352,1150.098388671875
1681439174.0626738,7077888,1162.5511474609375
1681439174.9506125,7143424,1276.929931640625
1681439175.8408244,7208960,1291.957763671875
1681439176.744445,7274496,1313.5877685546875
1681439177.6325939,7340032,1328.8758544921875
1681439178.519701,7405568,1380.5587158203125
1681439179.4097862,7471104,1464.3936767578125
1681439180.29566,7536640,1519.454345703125
1681439181.177966,7602176,1563.2369384765625
1681439182.0707953,7667712,1592.15478515625
1681439182.959062,7733248,1621.3590087890625
1681439183.836477,7798784,1706.7630615234375
1681439184.7164617,7864320,1676.28173828125
1681439185.5730135,7929856,1713.156005859375
1681439186.4597912,7995392,1751.006103515625
1681439187.3410778,8060928,1826.91748046875
1681439188.2193012,8126464,2054.976806640625
1681439189.09038,8192000,2035.05615234375
1681439189.9589946,8257536,2015.5687255859375
1681439190.818186,8323072,2005.68310546875
1681439191.6738014,8388608,2056.07958984375
1681439192.5502696,8454144,2103.594970703125
1681439193.4261367,8519680,2169.684326171875
1681439194.3003144,8585216,2209.23583984375
1681439195.1853204,8650752,2193.953125
1681439196.0451555,8716288,2169.76025390625
1681439196.9073088,8781824,2154.873046875
1681439197.7673187,8847360,2155.991455078125
1681439198.6330383,8912896,2154.93603515625
1681439199.4930406,8978432,2204.63134765625
1681439200.3715959,9043968,2200.13818359375
1681439201.2363713,9109504,2175.67919921875
1681439202.1010623,9175040,2153.881591796875
1681439202.9650059,9240576,2083.379638671875
1681439203.8279967,9306112,2067.744140625
1681439204.6908486,9371648,2068.720458984375
1681439205.5552843,9437184,2061.172119140625
1681439206.4151826,9502720,2045.508056640625
1681439207.284391,9568256,2064.8173828125
1681439208.147396,9633792,2110.3203125
1681439209.0051477,9699328,2089.547119140625
1681439209.8644345,9764864,2050.09033203125
1681439210.7464232,9830400,2108.966796875
1681439211.6030178,9895936,2120.8583984375
1681439212.4643502,9961472,2144.146728515625
1681439213.3229368,10027008,2106.27001953125
1681439214.1844902,10092544,2084.3564453125
1681439215.0447853,10158080,2079.19140625
1681439215.9118578,10223616,2054.104736328125
1681439216.7719088,10289152,2093.487060546875
1681439217.6382024,10354688,2066.44580078125
1681439218.4935217,10420224,2048.14599609375
1681439219.3512268,10485760,2035.359619140625
1681439220.2143846,10551296,2201.478271484375
1681439221.0812714,10616832,2273.007080078125
1681439221.9636483,10682368,2299.952392578125
1681439222.847834,10747904,2538.86767578125
1681439223.7181153,10813440,2538.86767578125
