-0.7054705,0.27241302,1.9253316,-1.939691,1.4469148,0.377
-0.7053525,0.27236503,1.9241569,-1.9369227,1.4515789,0.377
-0.7050271,0.27224383,1.9240228,-1.9343551,1.456018,0.377
-0.70457137,0.27211758,1.924713,-1.9317533,1.4603897,0.377
-0.7040951,0.2720269,1.9250641,-1.9292384,1.4648176,0.377
-0.7036267,0.271948,1.924541,-1.9271611,1.4696122,0.377
-0.7031964,0.27186754,1.9231539,-1.9253682,1.4741892,0.377
-0.70287055,0.2717817,1.9210348,-1.9233705,1.4786078,0.377
-0.70272636,0.2716914,1.9182998,-1.9207283,1.4830767,0.377
-0.70281476,0.27160412,1.9149903,-1.9181851,1.48741,0.377
-0.7031533,0.27153948,1.9110872,-1.9160807,1.491409,0.377
-0.7038262,0.27157167,1.9066589,-1.91339,1.4956747,0.377
-0.7049385,0.2718027,1.9017878,-1.9104137,1.4998002,0.377
-0.70654446,0.27228603,1.8964938,-1.9075663,1.5037756,0.377
-0.70852375,0.27296534,1.8906198,-1.9051802,1.5078825,0.377
-0.7105865,0.27368867,1.8838531,-1.9027652,1.5124463,0.377
-0.71265054,0.27441254,1.8761072,-1.9004526,1.5167706,0.377
-0.7147247,0.2751438,1.8673958,-1.8974302,1.5203543,0.377
-0.7168296,0.2758979,1.8577504,-1.894956,1.5240593,0.377
-0.7189883,0.27669182,1.8472037,-1.8930534,1.5278629,0.377
-0.7212649,0.2775451,1.8358183,-1.891462,1.5317962,0.377
-0.72377646,0.27848756,1.8236991,-1.890088,1.5361637,0.377
-0.7266799,0.2795746,1.8109951,-1.8887378,1.5403713,0.377
-0.730159,0.28089303,1.7978908,-1.8871624,1.5439868,0.377
-0.73444855,0.28256685,1.784613,-1.8848157,1.5472392,0.377
-0.7398297,0.28473353,1.7714045,-1.8829458,1.550469,0.377
-0.7465776,0.2875092,1.758475,-1.8812459,1.5535542,0.377
-0.7549018,0.29097307,1.7459723,-1.8796068,1.5567688,0.377
-0.7648902,0.29516688,1.733966,-1.8783591,1.5598001,0.377
-0.7764678,0.3000823,1.7224233,-1.877723,1.5630751,0.377
-0.7893921,0.30563712,1.7111883,-1.8771912,1.56658,0.377
-0.8033388,0.31168798,1.7000121,-1.8760653,1.5694499,0.377
-0.81805074,0.31810352,1.6886582,-1.874711,1.5722293,0.377
-0.8332932,0.32475793,1.6768839,-1.8728787,1.5747168,0.377
-0.8488263,0.3315401,1.6644415,-1.8720491,1.5778954,0.377
-0.86443746,0.3383649,1.6511115,-1.8710766,1.5810971,0.377
-0.880057,0.34519628,1.6368129,-1.8697357,1.583884,0.377
-0.8956784,0.35202882,1.621536,-1.8682976,1.5865753,0.377
-0.91131157,0.35887212,1.6052983,-1.8669959,1.5895524,0.377
-0.9269795,0.3657498,1.5881436,-1.8655083,1.5923848,0.377
